eta;professione;stato_civile;istruzione;default;prestito_casa;prestito_personale;mese;giorno_settimana;campagne;giorni_p;precedente;outcome_p;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
55;management;married;university.degree;no;yes;yes;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
31;management;married;university.degree;no;yes;no;aug;tue;6;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
55;blue-collar;married;basic.9y;no;yes;no;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
38;technician;married;high.school;no;no;no;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
29;admin.;single;university.degree;no;no;no;aug;tue;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
47;admin.;married;university.degree;no;unknown;unknown;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
44;technician;married;professional.course;no;no;no;aug;tue;6;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
45;services;married;basic.6y;unknown;no;no;aug;tue;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
57;blue-collar;married;basic.4y;unknown;no;no;aug;tue;9;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
29;services;married;professional.course;unknown;yes;no;aug;tue;6;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
54;admin.;married;high.school;no;no;no;aug;tue;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
48;admin.;married;professional.course;no;no;no;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
56;admin.;married;university.degree;unknown;yes;no;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
37;blue-collar;single;professional.course;no;no;no;aug;tue;11;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
48;admin.;divorced;university.degree;unknown;no;no;aug;tue;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
38;admin.;married;university.degree;no;yes;no;aug;tue;6;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
47;admin.;married;university.degree;no;yes;no;aug;tue;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
51;services;married;high.school;unknown;no;yes;aug;tue;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
42;self-employed;single;university.degree;no;yes;no;aug;tue;6;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
57;admin.;married;university.degree;unknown;no;no;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
46;housemaid;married;basic.4y;no;no;no;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
56;services;divorced;high.school;unknown;yes;no;aug;tue;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
46;admin.;married;university.degree;unknown;no;no;aug;tue;9;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
55;blue-collar;married;basic.9y;no;no;no;aug;tue;10;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
36;technician;married;university.degree;no;no;no;aug;tue;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
58;blue-collar;divorced;basic.6y;unknown;no;no;aug;tue;7;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
58;housemaid;married;professional.course;no;yes;no;aug;tue;10;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
47;technician;married;professional.course;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
55;management;married;university.degree;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;technician;divorced;professional.course;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
40;technician;married;professional.course;no;yes;no;aug;wed;8;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
37;blue-collar;single;professional.course;no;no;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;admin.;married;university.degree;no;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
33;admin.;single;university.degree;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
48;admin.;married;university.degree;no;yes;yes;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
48;blue-collar;married;high.school;no;yes;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
39;admin.;married;university.degree;no;yes;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
52;housemaid;married;basic.4y;no;yes;no;aug;wed;24;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
48;admin.;married;university.degree;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;admin.;divorced;university.degree;no;yes;no;aug;wed;11;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
45;admin.;married;basic.9y;no;yes;yes;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
40;admin.;married;university.degree;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
29;admin.;single;university.degree;no;no;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
43;technician;married;professional.course;no;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;technician;divorced;high.school;no;yes;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
29;technician;single;professional.course;no;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
31;technician;single;high.school;no;no;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
37;blue-collar;single;professional.course;no;yes;no;aug;wed;8;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
36;technician;married;professional.course;no;yes;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
59;admin.;divorced;professional.course;unknown;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
30;technician;single;professional.course;no;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
53;unknown;married;basic.4y;unknown;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
52;unknown;married;unknown;unknown;no;no;aug;wed;11;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;technician;single;high.school;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
43;admin.;married;university.degree;no;yes;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
48;entrepreneur;married;high.school;no;no;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
36;admin.;married;university.degree;unknown;yes;no;aug;wed;11;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;technician;married;professional.course;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
52;technician;married;high.school;no;yes;no;aug;wed;14;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
55;management;married;university.degree;no;yes;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
45;technician;married;professional.course;no;yes;yes;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
46;admin.;married;university.degree;unknown;no;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
51;technician;married;high.school;no;yes;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
50;blue-collar;married;basic.9y;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
50;blue-collar;married;basic.4y;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
53;unknown;married;basic.4y;unknown;yes;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
31;management;married;university.degree;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;technician;married;professional.course;no;no;no;aug;wed;9;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
34;admin.;married;university.degree;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
58;admin.;single;university.degree;no;no;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
51;admin.;married;university.degree;no;yes;no;aug;wed;9;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
57;blue-collar;married;basic.4y;unknown;no;no;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
57;blue-collar;married;basic.4y;unknown;no;yes;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
52;admin.;divorced;university.degree;unknown;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
45;technician;single;professional.course;no;yes;no;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
46;admin.;married;university.degree;unknown;yes;no;aug;wed;9;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;technician;divorced;high.school;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;technician;married;professional.course;no;yes;no;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
40;admin.;married;university.degree;no;yes;no;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
51;technician;married;university.degree;no;yes;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
44;technician;married;professional.course;no;yes;yes;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
37;housemaid;married;basic.4y;no;yes;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
39;technician;married;professional.course;no;no;no;aug;wed;14;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;admin.;divorced;university.degree;no;no;yes;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
30;admin.;single;university.degree;no;no;no;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
55;services;married;high.school;no;yes;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
52;admin.;married;high.school;no;yes;yes;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;technician;married;university.degree;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
48;admin.;married;university.degree;no;yes;yes;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
49;admin.;married;basic.9y;no;no;yes;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;technician;single;high.school;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
54;technician;married;professional.course;unknown;yes;no;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
48;admin.;married;university.degree;no;no;no;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
43;self-employed;married;university.degree;no;yes;no;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;technician;married;professional.course;no;yes;no;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
54;admin.;divorced;university.degree;no;no;yes;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
57;blue-collar;married;basic.4y;unknown;no;no;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
57;blue-collar;married;basic.4y;unknown;yes;no;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
42;management;married;university.degree;no;yes;no;aug;wed;11;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;technician;single;high.school;no;yes;no;aug;wed;13;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
54;admin.;married;high.school;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;technician;single;university.degree;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
31;management;married;university.degree;no;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
55;technician;married;professional.course;no;no;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
51;technician;married;high.school;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;admin.;married;university.degree;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;technician;single;university.degree;no;yes;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;admin.;married;university.degree;no;no;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
45;admin.;married;university.degree;unknown;yes;no;aug;wed;8;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
52;technician;married;university.degree;no;no;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
46;technician;divorced;professional.course;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
54;admin.;married;professional.course;no;yes;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
48;blue-collar;married;high.school;no;no;no;aug;wed;9;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
53;unknown;married;basic.4y;unknown;no;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;admin.;married;university.degree;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
54;admin.;married;high.school;no;no;no;aug;wed;10;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
57;blue-collar;married;basic.4y;unknown;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
53;blue-collar;married;unknown;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
58;blue-collar;married;basic.4y;unknown;yes;no;aug;wed;21;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
48;admin.;married;university.degree;no;yes;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
57;admin.;married;university.degree;unknown;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
56;admin.;married;university.degree;unknown;yes;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
40;admin.;married;university.degree;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;admin.;married;university.degree;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
51;technician;married;professional.course;no;unknown;unknown;aug;wed;16;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;admin.;married;university.degree;no;yes;no;aug;wed;10;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
54;technician;married;professional.course;no;yes;no;aug;wed;10;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
53;unknown;married;basic.4y;unknown;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
30;technician;married;professional.course;no;no;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
47;admin.;married;university.degree;no;yes;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
31;self-employed;married;university.degree;no;yes;no;aug;wed;10;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
46;housemaid;married;basic.4y;no;no;yes;aug;wed;14;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
52;admin.;married;high.school;no;no;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
43;management;married;university.degree;no;no;no;aug;wed;11;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
54;technician;married;professional.course;unknown;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
48;technician;divorced;university.degree;no;yes;yes;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
46;technician;divorced;professional.course;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
51;technician;married;professional.course;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
40;technician;single;professional.course;unknown;yes;yes;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;technician;divorced;high.school;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
37;admin.;single;university.degree;no;no;no;aug;wed;11;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;admin.;divorced;university.degree;no;no;yes;aug;wed;14;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;technician;divorced;professional.course;unknown;yes;yes;aug;wed;9;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
30;technician;single;professional.course;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
48;admin.;divorced;university.degree;unknown;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
54;admin.;married;high.school;no;yes;yes;aug;wed;13;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;technician;married;professional.course;no;no;yes;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;technician;divorced;professional.course;no;yes;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
33;admin.;single;university.degree;no;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
37;technician;single;university.degree;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
52;admin.;married;university.degree;no;yes;no;aug;wed;11;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
54;management;married;university.degree;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
29;admin.;single;university.degree;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
38;technician;single;high.school;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
40;admin.;married;university.degree;no;no;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
54;housemaid;married;basic.4y;unknown;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
37;technician;married;university.degree;no;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;technician;divorced;professional.course;no;no;no;aug;wed;13;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;technician;married;university.degree;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
49;technician;married;professional.course;unknown;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
56;admin.;married;university.degree;unknown;yes;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
37;technician;married;university.degree;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
52;technician;divorced;professional.course;no;no;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
43;technician;married;professional.course;no;yes;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
58;technician;divorced;professional.course;unknown;no;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
39;admin.;married;university.degree;unknown;yes;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
38;unknown;married;unknown;no;yes;yes;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
42;management;married;university.degree;no;yes;yes;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
29;admin.;single;university.degree;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
32;technician;divorced;professional.course;no;yes;yes;aug;wed;12;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;technician;married;professional.course;unknown;no;no;aug;wed;15;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
30;technician;single;university.degree;no;no;no;aug;wed;8;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
31;unemployed;married;university.degree;no;yes;no;aug;wed;11;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
58;admin.;married;high.school;no;no;no;aug;wed;13;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;admin.;married;basic.9y;unknown;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;admin.;married;basic.9y;unknown;no;no;aug;wed;17;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
31;technician;single;professional.course;no;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
33;admin.;single;university.degree;no;yes;no;aug;wed;13;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
39;admin.;married;professional.course;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;technician;married;university.degree;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
44;technician;married;professional.course;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
44;technician;married;professional.course;no;no;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
33;admin.;single;university.degree;no;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
43;admin.;married;university.degree;no;yes;no;aug;wed;10;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
29;technician;single;professional.course;no;no;no;aug;wed;10;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
46;services;married;basic.9y;unknown;yes;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
30;management;married;university.degree;no;yes;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
31;technician;single;professional.course;no;yes;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
33;self-employed;married;basic.4y;no;no;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
33;self-employed;married;basic.4y;no;no;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;admin.;married;high.school;unknown;yes;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
55;admin.;married;high.school;no;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
37;technician;single;professional.course;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
37;technician;married;university.degree;no;no;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
32;unemployed;married;university.degree;no;yes;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
58;housemaid;married;basic.9y;no;no;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
50;unemployed;married;basic.9y;unknown;no;yes;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
46;technician;divorced;professional.course;no;yes;yes;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
46;technician;divorced;professional.course;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
43;technician;married;professional.course;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
40;admin.;divorced;high.school;no;yes;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
39;technician;married;high.school;no;yes;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
45;admin.;single;university.degree;no;yes;no;aug;wed;12;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
38;admin.;divorced;university.degree;no;no;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;technician;divorced;professional.course;no;no;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
43;admin.;single;university.degree;no;yes;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;admin.;single;university.degree;no;no;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
31;admin.;single;university.degree;no;yes;no;aug;wed;17;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;unknown;married;unknown;no;no;yes;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;technician;married;university.degree;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
31;unemployed;married;university.degree;no;no;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
47;technician;married;university.degree;no;yes;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;technician;married;professional.course;no;no;yes;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
36;management;married;university.degree;no;no;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;technician;married;professional.course;no;no;no;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
41;admin.;married;university.degree;no;no;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
35;admin.;single;university.degree;no;no;yes;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
50;management;married;professional.course;unknown;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
40;admin.;married;university.degree;no;no;no;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
30;admin.;married;university.degree;no;no;no;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
30;technician;single;university.degree;no;no;no;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
49;unemployed;married;basic.4y;no;yes;no;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
54;housemaid;married;basic.4y;unknown;no;no;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
